  ; Magasin 7512 CUSSET ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; édité le 09/03/2024 16:28 ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003073959 ; PET 25CL LIMONADE SUREAU ;  ;3,24929E+12; LIMONADE SUREAU ; LIMONADE SUREAU PET 25CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003073953 ; PET 25CL LIMONADE HIBISCUS ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003073953 ; PET 25CL LIMONADE HIBISCUS ;  ;3,24929E+12; PET 25CL LIMONADE ; LIMONADE HIBISCUS 25CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003073954 ; PET 25CL LIMONADE MYRTILLE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003073954 ; PET 25CL LIMONADE MYRTILLE ;  ;3,24929E+12; LIMONADE MYRTIL 25 ; LIMONADE MYRTIL PET 25CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003220803 ; 7UP MOJITO PET 1L ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003220803 ; 7UP MOJITO PET 1L ; J84387 ;3,50211E+12; 7UP MOJITO PET 1L ; 7UP MOJITO PET 1L ;1,13; DPV ;0,87;1,13; E ;1,13; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003220803 ; 7UP MOJITO PET 1L ;  ;3,50211E+12; 6 X 7UP MOJITO PET ; 6 X 7UP MOJITO PET 1L ;  ;  ;5,34;6,78; R ;6,78; PVC ; R ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003231774 ; PET 1L 7UP REG ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003231774 ; PET 1L 7UP REG ; J84364 ;3,50211E+12; 1L 7UP REG ; 7UP REG PET 1L ;1,07; DPV ;0,84;0,99; E ;0,99; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003231774 ; PET 1L 7UP REG ;  ;3,50211E+12; 6 X 7UP REG PET 1L ; 6 X 7UP REG PET 1L ;  ;  ;5,04;5,94; E ;5,94; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002542443 ; BLE 75CL LIMONADE FRAISE BONB. ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002542443 ; BLE 75CL LIMONADE FRAISE BONB. ;571821;3,55172E+12; LIMONADE FRAISE BB ; LIMO.FRAISE BONB.BLE 75CL ;3,15; DPV ;2,46;3,49; E ;3,49; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002542442 ; BLE 70CL LIMONADE POMME AMOUR ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002542442 ; BLE 70CL LIMONADE POMME AMOUR ;571780;3,55172E+12; LIMO.POMME AMOUR ; LIMO.POMME AMOUR BLE 70CL ;3,15; DPV ;2,46;3,49; E ;3,49; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002542444 ; BLE 75CL LIMONADE BARBE A PAPA ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002542444 ; BLE 75CL LIMONADE BARBE A PAPA ;571859;3,55172E+12; LIMO.BARBE PAPA ; LIMO.BARBE PAPA BLE 75CL ;3,15; DPV ;2,46;3,49; E ;3,49; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003063832 ; 1.25L LORINA FRAISE BIO ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003063832 ; 1.25L LORINA FRAISE BIO ;540061;3,55172E+12; 1.25L FRAISE BIO ; LORINA FRAISE BIO 1.25L ;1,94; PF ;1,71;2,32; R ;2,32; PVC ; R ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003417642 ; VP 75 CL LORINA BIO CITRONNADE ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003417642 ; VP 75 CL LORINA BIO CITRONNADE ; L73612 ;3,55172E+12; LORINA CITRONNADE ; LORINA CITRONNADE BIO ;1,82; DPV ;1,69;2,35; E ;2,35; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003417642 ; VP 75 CL LORINA BIO CITRONNADE ; P36944 ;3,55172E+12; VP 75 CL LORINA BI ; VP 75 CL LORINA BIO CITRO ;3,16; PF ;2,6;3,69; E ;3,69; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003417646 ; VP 75CL LORINA AGRUMADE BIO ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003417646 ; VP 75CL LORINA AGRUMADE BIO ; L73614 ;3,55172E+12; LORINA ORANGEADE ; LORINA ORANGEADE BIO ;1,82; DPV ;1,73;2,35; E ;2,35; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003417646 ; VP 75CL LORINA AGRUMADE BIO ; P36942 ;3,55172E+12; VP 75CL LORINA AGR ; VP 75CL LORINA AGRUMADE B ;2,84; PF ;2,46;2,79; E ;2,79; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003582074 ; LORINA CITRON DE SICILE PET 1L ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003582074 ; LORINA CITRON DE SICILE PET 1L ; N21702 ;3,55172E+12; PET 1L LORINA FRUI ; PET 1L LORINA FRUITS DE F ;1,5; DPV ;1,4;1,99; E ;1,99; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003582066 ; LORINA CITRON GINGEMBRE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003582066 ; LORINA CITRON GINGEMBRE ; N25891 ;3,55172E+12; LORINA CITRON GING ; LORINA CITRON GINGEMBRE P ;1,44; DPV ;1,25;1,65; E ;1,65; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003581566 ; LORINA THE VERT CITRON PET 1L ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003581566 ; LORINA THE VERT CITRON PET 1L ; N20650 ;3,55172E+12; LORINA THE VERT CI ; LORINA THE VERT CITRON PE ;1,42; DPV ;1,28;1,65; E ;1,65; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003743094 ; PET 1L LORINA AGRUME ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003743094 ; PET 1L LORINA AGRUME ; P36939 ;3,55172E+12; PET 1L LORINA AGRU ; PET 1L LORINA AGRUME ;1,46; DPV ;1,4;1,99; E ;1,99; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001477522 ;  1,5L DIABOLO GRENADINE CRF ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001477522 ;  1,5L DIABOLO GRENADINE CRF ;350834;3,56007E+12; PET 1,5L DBL GRENA ; CRF DIABOLO GRENADINE 1L5 ;0,63; DPV ;0,66;1,22; E ;1,22; PVB ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001335140 ; 75CL LIMO VIOLETTE LAGOSSE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001335140 ; 75CL LIMO VIOLETTE LAGOSSE ;952198;3,58526E+12; 75CL LIMO VIOLETTE ; 75CL LIMO VIOLETTE LAGOSS ;1,88; PF ;2,19;2,99; E ;2,99; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003309819 ; 75CL VOSGESLIMO MYRTILLE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003309819 ; 75CL VOSGESLIMO MYRTILLE ;  ;3,77001E+12; VOSGESLIMO MYRTIL ; VOSGESLIMO MYRTILLE ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003309800 ; 75CL VOSGESLIMO MIRABELLE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003309800 ; 75CL VOSGESLIMO MIRABELLE ;  ;3,77001E+12; VOSGESLIMO MIRABE ; 75CL VOSGESLIMO MIRABELL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003309802 ; 75CL VOSGESLIMO BERGAMOTE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003309802 ; 75CL VOSGESLIMO BERGAMOTE ;  ;3,77001E+12; VOSGESLIMO BERGAM ; VOSGESLIMO BERGAMOTE ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003309801 ; 75CL VOSGESLIMO FLEUR SUREAU ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003309801 ; 75CL VOSGESLIMO FLEUR SUREAU ;  ;3,77001E+12; VOSGESLIMO FLEUR ; VOSGESLIMO FLEUR DE SURE ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003309799 ; 75CL VOSGESLIMO MOJITO ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003309799 ; 75CL VOSGESLIMO MOJITO ;  ;3,77001E+12; VOSGESLIMO MOJITO ; 75CL VOSGESLIMO MOJITO ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003309790 ; 75CL VOSGESLIMO MIEL&SAPIN ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000003309790 ; 75CL VOSGESLIMO MIEL&SAPIN ;  ;3,77001E+12; 75CL LIMO MIEL&SAP ; 75CL VOSGESLIMO MIEL&SAP ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001634289 ; PET37CL LIMONADE POIRE ASCANIA ;  ;5;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001634289 ; PET37CL LIMONADE POIRE ASCANIA ;  ;4,63E+12; 33CL LIMONADE ASC ; ASCANIA LIMON CITRON 33CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001634289 ; PET37CL LIMONADE POIRE ASCANIA ;320456;4,63E+12; LIMONADE POIRE ; ASCANIA LIMONADE POIRE ;0,4; DPV ;0,57;0,88; E ;0,88; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001634289 ; PET37CL LIMONADE POIRE ASCANIA ;  ;4,63E+12; 33CL LIMONADE ASC ; ASCANIA LIMONA POMME 33CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001634289 ; PET37CL LIMONADE POIRE ASCANIA ;  ;4,63E+12; 33CL LIMONADE ASCA ; ASCANIA GRENADE 33CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001634289 ; PET37CL LIMONADE POIRE ASCANIA ;  ;4,63E+12; PET6X33CL LIMO POM ; PET LIMONADE POMME 6X33CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001634290 ; PET 33CL LIMO. ASCANIA CIT/MEN ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001634290 ; PET 33CL LIMO. ASCANIA CIT/MEN ;320467;4,63E+12; LIMO. CIT/MENTHE ; ASCANIA LIMONADE CIT/MENT ;0,4; DPV ;0,55;0,88; E ;0,88; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001634290 ; PET 33CL LIMO. ASCANIA CIT/MEN ;175410;4,63E+12; 6X33CL LIMO.CIT/ME ; LIMO.CITR/MEN.6X33CL ;  ; PF ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001634291 ; PET 33CL LIMO. ASCANIA FRAISE ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001634291 ; PET 33CL LIMO. ASCANIA FRAISE ;320443;4,63E+12; LIMONADE FRAISE ; ASCANIA LIMONADE FRAISE ;0,4; DPV ;0,57;0,88; E ;0,88; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001634291 ; PET 33CL LIMO. ASCANIA FRAISE ;175312;4,63E+12; PET 6X33CL ASCANIA ; ASCANIA LIMO.FRAI.6X33CL ;  ; PF ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002966757 ; 33CL LIMONADE CITRON ASCANIA ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002966757 ; 33CL LIMONADE CITRON ASCANIA ;  ;4,63E+12; PET 6X33CL ASCANIA ; PET LIMONAD.CITRON 6X33CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002966765 ; 33CL LIMONADE GRENADE ASCANIA ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002966765 ; 33CL LIMONADE GRENADE ASCANIA ;  ;4,63E+12; PET 6X33CL LIMO GR ; LIMO GRENADE PET 6X33CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001591301 ; 1L ULUDAG LIMONADE A L¾ORANGE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000001591301 ; 1L ULUDAG LIMONADE A L¾ORANGE ;837572;8,69072E+12; LIMONADE ORANGE 1L ; BAKTAT ULUDAG LIMON.ORANG ;0,95; PF ;1,11;1,4; E ;1,4; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002494274 ; BTE33CL CITRON/MENTHE CHARLIE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002494274 ; BTE33CL CITRON/MENTHE CHARLIE ;720353;8,71886E+12; BTE33CL CITRON/MEN ; CHARLIE CITR/MENT.BTE33CL ;0,78; DPV ;0,74;1,2; E ;1,31; PVB ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 000 ; LIMONADES ET LIMES ; 002 ; BRSA LIMONADE AROMATISEE ; 0000002494276 ; BTE 33CL ORANGE CHARLIES ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
